SongNumber,SongID,Title,ArtistName,Duration,Year,AlbumID,AlbumName,ArtistID,ArtistLongitude,ArtistLatitude,ArtistLocation,KeySignature,Tempo,TimeSignature,Loudness,Mode,Segments_nb,Sections_nb,Beats_nb,Bars_nb,Tatums_nb,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness
86,"b'SOHABTD12AB0186D83'","b"Ma vie n'est pas la tienne (album)"","b'Najoua Belyzel'",237.71383,2009,679132,"b'Au F\xc3\xa9minin'","b'ARF1NWV1187FB39A97'",,,"b'Nancy'",6,112.965,4,-7.881,0,864,12,446,110,892,0.580788349849546,36,0.0,0.4715782477005801,0.0
87,"b'SOPBEBP12AB0181527'","b'Famous One'","b'Seventh Day Slumber'",265.82159,2009,400019,"b'Take Everything'","b'ARYXOV81187B99831D'",,,"b''",5,118.62,4,-5.742,1,666,9,518,129,1553,0.6091819919205147,27,0.0,0.6356300378046121,0.5092430986786269
88,"b'SOPPDZH12AF72A283A'","b"I'm Glad"","b'Jennifer Lopez'",224.39138,2002,290244,"b"I'm Glad"","b'AR7C6G11187B9B4C1E'",,,"b'The Bronx New York'",5,93.95,4,-5.229,0,1026,8,350,87,699,0.8771194242780367,14,0.0,nan,0.560912657330455
89,"b'SOVEWXM12AB0181FEC'","b'Chanson Populaire'","b'Vincent Baguian'",167.65342,0,369498,"b'Claude Fran\xc3\xa7ois_ Autrement Dit'","b'ARWNJYQ1187FB56F25'",,,"b''",9,88.24,4,-8.131,1,711,9,247,60,494,0.5724826177782087,9,0.0,nan,0.37222988227611714
90,"b'SOGOLHP12A8AE47A0D'","b'Theme From "Come September" (LP Version)'","b'Bobby Darin'",155.6371,2003,138028,"b'Things & Other Things'","b'ARD0FN11187B9B25CD'",-73.85678,40.85715,"b'New York NY [The Bronx]'",0,108.462,4,-15.437,1,668,8,276,68,552,0.7044114702369764,42,0.0,0.38293509007501925,0.4694259079758136
91,"b'SOBEDHR12A6D4F86C2'","b'Carolyn & Barnabas'","b'Dark Shadows'",79.80363,0,43305,"b'House Of Dark Shadows and Night Of Dark Shadows'","b'ARPNJUD122BCFCB9B4'",,,"b'AUSTRALIA'",1,158.389,1,-22.356,1,185,4,207,207,414,0.5263561177078322,2,0.0,nan,0.24251484921019165
92,"b'SOTZGQR12A8C13718B'","b'Judge Harsh Blues (Tk. 1)'","b'Furry Lewis'",151.97995,0,99054,"b'Furry Lewis 1927 - 1929'","b'ARN7OQ21187FB5A6B3'",,,"b'Greenwood MS'",6,123.111,4,-15.39,0,536,10,306,75,612,0.5725006006819784,31,0.0,nan,0.3680540387507248
93,"b'SOBCMRK12A8AE488DF'","b'Dangerously In Love Medley'","b'Beyonc\xc3\xa9'",419.70893,0,280446,"b'The Beyonce Experience Live Audio'","b'AR65K7A1187FB4DAA4'",,,"b''",3,109.522,4,-5.584,0,999,12,750,185,1500,0.8894607253481954,28,0.0,nan,0.6194314223109001
94,"b'SOWPHIW12A8C13554E'","b'Army'","b'Tunsi'",12.72118,0,88201,"b'The Omen'","b'ARVMZFK11F50C4A0D2'",-122.42005,37.77916,"b'California - SF'",4,84.606,1,-13.537,1,39,0,18,18,36,0.4738039250123142,49,0.0,nan,0.31672195348599
95,"b'SOFWWBL12A58A79F8C'","b'Danny'","b'Billie Jo Spears'",124.9171,0,663761,"b'20 Of Her Best'","b'AR0RCMP1187FB3F427'",-94.10158,30.08615,"b'Beaumont TX'",7,64.996,4,-10.963,1,410,7,135,32,404,0.5237146369702328,32,0.0,nan,0.3846110839616365
96,"b'SOCOZST12A67020452'","b'Parallel Universe (Album Version)'","b'Red Hot Chili Peppers'",269.34812,1999,9152,"b'Californication'","b'ARE8GLF1187FB52532'",,,"b''",0,124.915,1,-2.976,0,938,10,581,581,1161,0.8339679720525084,24,0.0,0.7732927622105932,0.5769038155883393
97,"b'SOIUUCE12A6D4F7E2B'","b'Lullaby [With Ladysmith Black Mambazo] (Album Version)'","b'Josh Groban'",152.0322,2006,79578,"b'Awake'","b'ARGVJPK1187B9909EA'",,,"b''",1,91.087,5,-15.95,1,376,8,229,41,229,0.7653570130635742,14,0.0,0.5407860086397724,0.7551499130578622
98,"b'SOFVUCF12A8C141ABB'","b'Walk On The Wild Side'","b'Jesse Malin'",238.52363,2008,312553,"b'On Your Sleeve'","b'ARE0OLY1187B9AD19F'",-73.80817,40.79263,"b'Whitestone Queens NY'",2,88.011,4,-8.14,1,1004,9,345,85,1379,0.7550413499986275,42,0.0,0.4961753356732933,0.4585920249078077
99,"b'SOBMYTL12A8C134F0E'","b'Magiki Vradia'","b'Irini Merkouri'",230.21669,0,292057,"b'Mine Mazi Mou Apopse'","b'ARKEZNY1187B9B7F6C'",,,"b''",1,109.974,4,-6.321,1,751,9,408,101,815,0.3963040673712416,4,0.0,nan,0.0
100,"b'SOUVFZK12AB0182A35'","b'The Court'","b'Zbigniew Preisner'",63.63383,1994,422111,"b'3 Couleurs : Blanc'","b'ARLE1JH1187B9B630B'",,,"b''",0,35.351,1,-31.708,1,109,2,33,33,69,0.6391587078833617,36,0.0,0.43703620411161354,0.49754408514922444
101,"b'SOHICSA12AAA8C6B63'","b'Elsa'","b'Monique Morelli'",196.44036,0,321478,"b'Chansons De France'","b'ARJFDKM1269FB35F40'",,,"b''",1,180.854,5,-12.957,1,605,12,575,114,575,0.27806609161184603,3,0.0,nan,0.1988008451593438
102,"b'SOSESNX12A58A77DE9'","b'Little Sunflower'","b'Alexander Zonjic'",259.21261,0,647068,"b"Doin' The D"","b'ARZVJ641187FB36FA4'",,,"b''",2,113.41,5,-7.742,1,1124,12,485,96,1455,0.35442465023199426,10,0.0,0.49535900593455306,0.3839149947141444
103,"b'SOAZQKU12AB0185DF3'","b'Tear It Up (LP Version)'","b'Michael McDonald'",267.83302,0,762539,"b'Take It To Heart'","b'ARHTHC01187B9B6D2A'",,,"b'St. Louis MO'",2,170.192,4,-8.358,1,1196,9,745,185,1490,0.7126752513111311,47,0.0,nan,0.5633626935877487
104,"b'SOPQNJZ12A58A79564'","b"If I Couldn't Hold Back The Dawn"","b'Carl Smith'",156.55138,0,471047,"b'Hey Joe'","b'ARB1KC91187FB38B13'",,,"b''",10,134.539,4,-22.359,1,444,7,341,84,683,0.5514349601165499,59,0.0,0.0,0.3517177511209014
105,"b'SOMCFYL12A81C239F0'","b'Again (Instrumental)'","b'Janet Jackson'",232.202,1993,277110,"b'Again'","b'ART4QZC1187FB51612'",,,"b'Los Angeles &amp; New York'",0,130.229,4,-17.938,1,479,10,491,122,982,0.8816947313074415,27,0.0,0.2349954061200703,0.5682014218067547
106,"b'SOIWLHH12A8C13B9EE'","b'Radioland'","b'The Cate Brothers'",273.8673,0,250402,"b'Radioland'","b'ARZDYBC1187B9A3142'",-94.15791,36.0632,"b'Fayetteville AR'",0,113.557,4,-9.958,1,860,10,490,122,980,0.291433259678306,25,0.0,nan,0.1903461623519362
107,"b'SOGIUWE12A670215DC'","b'Come On (Sessions@AOL Version)'","b'Ben Jelen'",219.61098,0,7978,"b'Sessions@AOL - EP'","b'AR6ET9I1187FB53C65'",,,"b'Scotland'",8,136.217,4,-12.301,1,628,11,491,122,982,0.6302474951043119,28,0.0,0.21204540548371908,0.3779044797822591
108,"b'SOAFEJH12A6D4F971F'","b'Forget Me Knots (Bailey Remix)'","b'Roni Size'",397.08689,0,30736,"b'Sound Advice / Forget Me Knots Remixes'","b'AR2NJG71187FB5203E'",,,"b'Bristol England'",6,87.351,4,-5.456,1,1989,11,575,143,2301,0.6741604753853119,43,0.0,0.21508031850922793,0.4784907329726669
109,"b'SOAHRTY12AC468AF45'","b'The Benevolent Path'","b'Vulture Industries'",379.29751,2007,699988,"b'The Dystopia Journals'","b'AR3YJMO11C8A42B348'",5.33275,60.3907,"b'Bergen'",7,100.078,4,-3.738,0,851,12,629,154,1259,0.5173065736688823,28,0.0,nan,0.4554952888042596
110,"b'SOZOPPF12A8A9D9130'","b'Voyage to eternal Life'","b'Astarte'",568.78975,1998,127716,"b'Doomed Dark Years'","b'ARF3L8J1187B9B7866'",23.73641,37.97615,"b'Athens Greece'",0,128.518,4,-5.408,1,762,28,1197,296,2395,0.5370882970195974,38,0.0,nan,0.3529191836315295
111,"b'SOPLSRU12AB018860D'","b'It Could Never Be You'","b'Bonita'",288.57424,0,715037,"b'Album'","b'ARLPXQE1187B99066C'",106.82782,-6.17144,"b'jakarta'",5,87.784,4,-10.656,1,773,16,411,98,821,0.4779630135082117,11,0.0,nan,0.4270153429835595
112,"b'SOAJDNN12AB01852E5'","b'Novakane'","b'Black Sheep'",247.30077,0,465560,"b'8WM/Novakane'","b'ARJFBZ41187FB560A0'",,,"b'New York NY [The Bronx]'",1,88.264,4,-4.931,1,1123,11,357,87,713,0.7615231834122147,19,0.0,nan,0.47479579708807784
113,"b'SODDJEB12A8AE479D8'","b'Somewhere In Between'","b'The Jackson Southernaires'",338.12853,0,234069,"b'Power Packed'","b'AREWQSE1187B9AEC6C'",-89.87374,32.58507,"b'Mississippi'",10,90.846,4,-11.685,1,985,13,506,122,1012,0.32300899095323227,11,0.0,nan,0.31143764032728327
114,"b'SOONMNI12A8C134D2D'","b'God In My Bed'","b"K's Choice"",183.09179,1998,290001,"b'Live'","b'ARMSL551187FB3F4B0'",,,"b''",1,87.679,3,-14.469,1,443,7,270,78,539,0.6407573172181437,36,0.0,nan,0.45121923689083615
115,"b'SOSJBHK12A6D4F8092'","b'Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)'","b'Tim Wilson'",123.58485,0,24739,"b"It's A Sorry World"","b'ARDNS031187B9924F0'",-83.22295,32.67828,"b'Georgia'",5,169.428,1,-6.059,0,516,7,347,347,695,0.4597971288376104,13,0.0,nan,0.3499126116745628
116,"b'SOEBQYQ12AB0183F46'","b'Holli Holi Nach Kuriye'","b'Malkit Singh'",430.94159,2007,540372,"b'Best Of Golden Star'","b'ARH4N0N1187FB3E1F1'",,,"b''",5,56.886,1,-10.743,1,2173,13,405,405,2430,0.4832430673203282,30,0.0,nan,0.3244308919925855
117,"b'SODTNJI12A8C13AA3E'","b'Alma_ Coraz\xc3\xb3n Y Vida'","b'Dyango'",248.16281,0,158739,"b'Alma_ Coraz\xc3\xb3n Y Vida'","b'ARPCDZM1187B996876'",-71.71818,42.18419,"b'Massachusetts'",6,112.35,4,-6.785,0,743,12,460,114,920,0.47811909129075403,27,0.0,nan,0.3450458228586553
118,"b'SOGDJWU12A58A7DA10'","b"Baal's Hymn"","b'David Bowie'",243.06893,1982,53426,"b"In Bertolt Brecht's Baal"","b'ARJA1841187FB3A029'",-0.12714,51.50632,"b'London UK'",0,141.816,3,-10.502,1,781,10,567,188,567,0.8659700063313627,39,0.0,0.2705834724852409,0.594733860303222
119,"b'SOXZVOF12AB0185AF0'","b'No Hay Manera'","b'El Gran Combo De Puerto Rico'",271.64689,2006,508013,"b'Arroz Con Habichuela'","b'AR1PNWN1187FB4A404'",-95.36978,29.76045,"b'HOUSTON Texas'",7,192.417,4,-7.537,0,1246,13,862,214,1725,0.5975318646122364,29,0.0,0.5346552398673797,0.0
120,"b'SOTCLHP12AB0180336'","b'Looking For A Kiss'","b'Sex Pistols'",190.74567,1977,340299,"b'Spunk'","b'ARD3LXU1187B9ABFC5'",,,"b''",4,133.6,1,-6.617,1,663,11,422,422,844,0.7311842304128983,9,0.0,nan,0.5492043838770254
121,"b'SOVNUCB12A6D4F9F24'","b'Defend You (Album Version)'","b'Silverstein'",208.16934,2005,128122,"b'Discovering The Waterfront'","b'AR10USD1187B99F3F1'",,,"b'Burlington Ontario Canada'",4,197.722,4,-2.14,0,699,13,675,168,1351,0.8011364496076413,12,0.0,0.823777512753036,0.6055071356905752
122,"b'SOFMJHO12A58A7C148'","b'In My Hood (Explicit Album Version)'","b'Fabolous'",319.92118,2004,9045,"b'Real Talk'","b'AR3FE581187FB3F90A'",,,"b'Brooklyn NY'",1,90.086,4,-4.636,1,1159,13,476,118,951,0.5716816265745298,14,0.0,0.6706750846636746,0.5400077502099329
123,"b'SOUBXDE12A8C136133'","b"St Patrick's An Dro"","b'Carlos Nu\xc3\xb1ez'",213.89016,2003,290201,"b'Un Galicien En Bretagne'","b'ARCID1N1187FB51DA0'",,,"b''",7,162.442,4,-8.295,0,696,13,570,142,1140,0.5357025281303791,48,0.0,nan,0.3849861165778121
124,"b'SOHMAJU12AB0186744'","b'Life'","b'Ill Harmonics'",71.99302,0,466909,"b'Modern Heart Exhibit'","b'ARJ84561187B993E3E'",,,"b''",0,88.464,4,-15.686,1,291,5,102,25,407,0.5022886815604554,21,0.0,nan,0.3568352205100787
125,"b'SODEFVL12A6D4F668A'","b'The Flight of the serpentarius'","b'Bruno Sanfilippo'",291.082,1991,80910,"b'Sons of the Light'","b'AR8L3QV1187FB4C0BB'",-58.37354,-34.60852,"b'Buenos Aires'",7,146.008,5,-23.779,0,615,12,697,138,1393,0.5409710945993634,41,0.0,nan,0.3719004797519869
126,"b'SOTZPSF12A8C13BE4F'","b'Focus'","b'DJ Isaac'",497.13587,0,107481,"b'Focus / Backstage'","b'AR41O131187FB51448'",,,"b''",6,172.371,4,-5.839,1,2186,19,1376,342,1376,0.6164539996521629,38,0.0,nan,0.4584004939943689
127,"b'SOJBELS12A6D4FCE9A'","b'No Such Thing As Control (Album Version)'","b'Beneath The Sky'",275.9571,2007,128152,"b'What Demons Do To Saints'","b'AR60KPK1187B9A7552'",,,"b'Cincinnati OH'",8,84.159,1,-3.996,1,683,11,383,383,1151,0.7202120515210989,37,0.0,0.5844176457371003,0.4763001897113114
128,"b'SOXYAJK12AB0182B59'","b'Another Lover'","b'The Last Vegas'",237.11302,2009,641616,"b'Whatever Gets You Off'","b'ARODHHS1187FB37814'",,,"b'Normal IL'",9,179.001,4,-3.492,1,637,10,704,175,1409,0.6334011896720089,27,0.0,0.5571877675186344,0.45854917593860034
129,"b'SOSGKJE12A6D4F7920'","b'My Baby (Feat. Kanye West)'","b'Janet Jackson Featuring Kanye West'",257.14893,2004,43052,"b'Damita Jo'","b'ART4QZC1187FB51612'",,,"b'Los Angeles &amp; New York'",2,191.406,4,-6.946,0,1296,11,820,204,1640,0.8816947313074415,27,0.0,0.6344816177913262,0.5682014218067547
130,"b'SOFBNZY12A67ADAE8C'","b'Fear The Sea'","b'The Gathering'",348.44689,0,734778,"b'Mandylion (Deluxe Edition)'","b'ARKAL321187B9AD4BE'",,,"b''",0,131.502,4,-5.817,1,882,15,765,190,1530,0.7803098506846914,20,0.0,0.6106423776376482,0.4856823691614736
131,"b'SOHGJUI12AF72A724F'","b'2 + 2 = 5'","b'Radiohead'",198.47791,2003,257676,"b'The Best Of'","b'ARH6W4X1187B99274F'",,,"b'Oxford UK'",5,149.492,1,-5.636,0,692,7,489,489,978,0.8999349522317316,35,0.0,nan,0.6046668763512903
132,"b'SOTETYU12A8C1330E3'","b'The Last Man On Earth'","b'Schoolyard Heroes'",202.00444,2007,191749,"b'Abominations'","b'AR2OPWW1187B9A5057'",,,"b'Seattle WA'",0,117.58,4,-12.826,1,582,8,394,97,787,0.6167528648398227,38,0.0,0.4623799459732465,0.37072581745115313
133,"b'SOWESXJ12A8C136BEC'","b'Beni Aglatma'","b'Mustafa Sandal'",202.9971,0,290794,"b'Araba'","b'ARY0XD81187FB5CF38'",,,"b''",1,85.0,4,-11.772,0,824,8,286,70,1144,0.5891362695784569,33,0.0,0.46048484498641545,0.40924801322128795
134,"b'SOWICJC12A6D4F918D'","b'Palavras'","b'Nana Caymmi'",233.24689,0,41797,"b'2 Em 1 (Dois Em Um)'","b'ARV6QHT1187FB5537A'",,,"b''",4,99.133,4,-11.638,0,798,10,378,94,757,0.5236330317813918,26,0.0,0.4051157216913865,0.3483500222239171
135,"b'SOLYUYS12A81C23F3A'","b'Piano Sonata No. 29 in B flat major Op. 106  "Hammerklavier" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto'","b'Solomon'",150.56934,0,276619,"b'Beethoven: Piano Sonatas 29 & 32'","b'AR323JD1187FB483D0'",,,"b'New York'",5,68.742,1,-21.835,0,420,7,166,166,500,0.6297324888091065,36,0.0,nan,0.3412658413564567
136,"b'SORLBRI12AB0183F0F'","b'For All We Know'","b'Glen Ricks'",215.74485,0,639449,"b'President Of Love'","b'ARTWNNQ1187B9A15BC'",,,"b''",7,174.856,4,-10.635,0,1046,9,622,155,1245,0.3298032105782184,10,0.0,nan,0.25656217975839135
137,"b'SOSUJKM12A67ADC18D'","b"Rick's Cafe"","b'Christie Hennessy'",246.15138,0,67443,"b'The Platinum Collection'","b'AR3U3G01187FB58BA7'",,,"b''",5,143.844,4,-10.23,1,813,13,572,142,1143,0.4139599417431624,25,0.0,nan,0.3165494603255641
138,"b'SOGUAJP12AC468D88E'","b'Accept Me'","b'Harvey Averne'",168.93342,0,782401,"b'The Harvey Averne Dozen'","b'AR449OQ1187B99B25E'",,,"b''",5,81.311,4,-15.321,1,540,8,224,54,449,0.41438565329753885,26,0.0,nan,0.2769974849624899
139,"b'SOJQBVB12A8C142CCE'","b'Coma'","b'Aesop Rock'",236.64281,2001,174343,"b'Labor Days'","b'AR6F6I21187FB5A3AA'",,,"b''",8,86.918,4,-8.025,1,1158,11,337,83,1348,0.8345385855902719,17,0.0,0.6310080588180911,0.4773108810670025
140,"b'SOTMVUQ12A6BD53721'","b'Nothing To Hold Me'","b'Jesus Jones'",201.16853,1990,72070,"b'Doubt'","b'AR2HXXS1187B9AF3E2'",,,"b''",2,66.246,3,-13.419,1,857,5,215,71,1078,0.592472072955975,33,0.0,0.45694954353714434,0.42062740133562165
141,"b'SOCCFVI12A6D4F9646'","b'Me Duele'","b'Joe Lopez'",199.36608,2004,1749,"b'A.B. Quintanilla III Presents Joe Lopez'","b'ARCZN5K1187FB42CF8'",-100.07715,31.1689,"b'Texas'",0,161.979,3,-7.434,1,831,9,530,176,1059,0.37937119955936405,12,0.0,0.3589765264395974,0.27292679689210003
142,"b'SOFSRCP12CF5CFD696'","b'Testify'","b'Phil Collins'",392.82893,2002,1792,"b'Love Songs'","b'AR9W3X91187FB3994C'",,,"b'Chiswick London England'",1,85.083,4,-5.295,1,1254,16,551,137,2202,0.8145062235993344,34,0.0,nan,0.5848368887194165
143,"b'SOHHJYE12A8AE47599'","b'Firestarter'","b'The Prodigy'",225.09669,1996,281047,"b'Put Your Hands Up! 4'","b'AR4L4WQ1187FB51996'",,,"b'Braintree Essex England'",4,94.234,5,-6.504,0,896,9,356,71,1068,0.6386140224507543,57,0.0,0.829983256879845,0.601436482837353
144,"b'SOWOSFZ12AC468E52A'","b'Enslaved By Propaganda'","b'Total Fucking Destruction'",132.17914,2007,780952,"b'Zen And The Art Of Total Fucking Destruction'","b'AR8SBT41187B9A5FD9'",-77.60454,40.99471,"b'Pennsylvania'",0,178.249,4,-5.021,1,393,6,398,99,795,0.5106918719612981,25,0.0,nan,0.4432453125903593
145,"b'SODKGGR12A58A7DCB2'","b'Mohair Locker Room Pin-Up Boys'","b'Adam Ant'",226.5073,1998,588902,"b'Ants Remastered Boxset'","b'AR7G5I41187FB4CE6C'",,,"b'London England'",0,82.048,4,-12.108,1,744,8,308,76,616,0.6303823341467806,43,0.0,nan,0.4542311565706205
146,"b'SOILFHA12AB018A080'","b'Kaliforn-Eye-A (Feat. Mike Muir)'","b'P.o.d'",267.80689,0,571090,"b'When Angels and Serpents Dance'","b'AR65OLD1187FB5C103'",,,"b''",5,96.98,4,-4.96,1,938,9,427,106,1710,0.8598733119890262,24,0.0,0.6040940827164238,0.5330853751571502
147,"b'SOQLQUB12A58A7E448'","b'Rakkahin -Be My Love-'","b'Virtuoso'",155.11465,0,20861,"b'Virtuoso'","b'AREU6JB1187B9911D4'",-91.52382,30.9742,"b'Louisiana'",1,123.869,1,-9.009,1,472,8,308,308,308,0.558601919646858,36,0.0,nan,0.40062430869163634
148,"b'SOPCZSP12A8C13F03A'","b'Telegrama'","b'Zeca Baleiro'",364.72118,2002,609304,"b'Baladas Do Asfalto e Outros Blue Ao Vivo'","b'ARVLIVA1187B991590'",,,"b''",9,80.062,4,-10.202,1,1264,13,482,119,1446,0.6107132194691038,34,0.0,nan,0.4251262082120833
149,"b'SOWQYXA12AB01816D6'","b'It Only Takes A Moment (Album Version)'","b'Eddie Cano'",176.16934,0,513034,"b'Broadway - Right Now!'","b'ARODP5P1187FB40142'",,,"b''",10,125.303,4,-14.714,0,688,5,346,85,692,0.3591299659014567,48,0.0,nan,0.2741977710890841
150,"b'SOFRTDY12A6D4F662E'","b"Don't Waste My Time"","b'John Mayall'",193.12281,1970,47227,"b'Empty Rooms'","b'ARPUBU61187B98A4E6'",-2.13468,53.26265,"b'Macclesfield Cheshire England'",4,209.955,4,-12.098,1,1039,9,673,167,1345,0.6802637529978721,47,0.0,nan,0.3975172158211834
151,"b'SOTTIHN12A8C1306A2'","b'Meteores mouvement de Chroniques de la lumier'","b'Francis Dhomont'",391.49669,0,142144,"b"Cycle de l'erance"","b'ARQKBSH1187B9B4B99'",,,"b''",7,65.097,5,-17.91,0,669,17,422,70,844,0.44437243088957856,28,0.0,0.0,0.29533281954469626
152,"b'SOHWZKE12A8AE477A9'","b'Phrase'","b'Papa Wemba'",308.74077,0,279981,"b'New morning'","b'ARWJHW61187B98FA8E'",21.75627,-4.03479,"b'Kasai Zaire'",2,170.966,4,-8.196,1,1142,16,876,218,1751,0.5419683747338633,41,0.0,nan,0.4178853489630385
153,"b'SODAMJC12A6D4F9E2F'","b'Medicine'","b'Bobaflex'",151.43138,2005,31407,"b'Apologize For Nothing'","b'ARSS4Y41187B9B0AC6'",-82.44537,38.41982,"b'Huntington WV'",5,104.08,4,-4.515,0,524,6,257,63,514,0.5887819593694067,24,0.0,0.6370164518638745,0.41540895186750293
154,"b'SOMJFAX12AB017FAE6'","b'Molten'","b'Digital Mystikz'",299.49342,2006,626957,"b'Tectonic Plates 03'","b'AREFFEC1187B98E12F'",,,"b''",11,143.01,4,-6.304,0,1085,16,708,176,1416,0.5500324434683166,38,0.0,0.6380226697341338,0.41774532606921616
155,"b'SONMZRR12AC4688C8C'","b'From A Jack To A King'","b'Ned Miller'",128.26077,1963,792359,"b'100 Country Classics'","b'AR6GSIE1187B98C3C7'",-111.54732,39.49974,"b'Raines UT'",3,99.312,1,-7.068,1,376,7,208,208,416,0.4110451346174999,26,0.0,nan,0.3107310853334142
156,"b'SOEYFOZ12A67ADF3F4'","b'The Road Goes On Forever'","b'The Highwaymen'",282.33098,1995,18408,"b'The Road Goes On Forever (10th Anniversary Edition)'","b'ARGPFYP1187B98F5CB'",-84.19444,39.75911,"b'Dayton OH'",2,111.532,3,-9.851,1,1206,12,520,170,1040,0.6833410359778677,32,0.0,nan,0.4682468358847439
157,"b'SOMMHHW12A6D4F9932'","b'The Daddy'","b'Mario Rosenstock'",277.75955,0,49859,"b'Gift Grub 7'","b'AROIHOI122988FEB8E'",,,"b''",2,116.052,3,-12.617,0,1130,12,546,180,1092,0.3345427836570606,6,0.0,nan,0.04903438084848781
158,"b'SONEQCM12AB017BDE2'","b'Sachmagehtsnoch'","b'Dendemann'",221.98812,2006,624339,"b'Die Pf\xc3\xbctze des Eisbergs'","b'ARTKTYG1187FB40CBA'",,,"b''",11,106.023,4,-6.131,0,997,8,395,97,790,0.572051286962176,36,0.0,nan,0.4504321299139774
159,"b'SOGAWLI12AB017E8AB'","b'Zeno Beach'","b'Radio Birdman'",174.28853,2006,539843,"b'Zeno Beach'","b'ARLWDC31187B9B4D71'",,,"b''",11,197.631,4,-5.469,0,493,8,565,140,1130,0.6174384612413234,39,0.0,0.26695518627553855,0.39297728930348147
160,"b'SOBNTNP12AB01815AE'","b'Take That!'","b'Richard Smith'",263.13098,0,602387,"b'Flow'","b'AR0WQ1Q1187B992E16'",-74.00712,40.71455,"b'New York'",11,101.013,4,-5.97,0,1008,12,439,109,879,0.3467445104799772,14,0.0,0.0,0.3067840169704845
161,"b'SOZOULB12AB0184EBB'","b'Love You to Pieces'","b'Lizzy Borden'",232.98567,1985,559844,"b'Love You To Pieces'","b'AR8FMEN1187FB4A657'",-118.24532,34.05349,"b'Los Angeles CA'",7,90.131,1,-4.118,1,833,11,345,345,690,0.6098197611515211,32,0.0,0.5797287486139356,0.4199679357708968
162,"b'SONHFAB12AB018B767'","b'The Climb/Paranoia'","b'The Pharcyde'",247.11791,2004,519747,"b'Humboldt Beginnings'","b'AR82DJK1187B991107'",-118.24532,34.05349,"b'Los Angeles CA'",0,161.853,4,-5.178,0,929,9,665,165,665,0.756063870842891,10,0.0,0.4072330149011048,0.4914688816374959
163,"b'SOXFQVY12A58A7B456'","b'Everyday'","b'Phil Collins'",343.43138,1993,40838,"b'Both Sides'","b'AR9W3X91187FB3994C'",,,"b'Chiswick London England'",3,94.705,4,-9.808,1,984,11,534,132,1069,0.6559214175882668,34,0.0,0.6140061731412001,0.5783016335967479
164,"b'SOTUBHO12A6D4F808B'","b'It Takes A Village (To Raise A Nut) (Live)'","b'Tim Wilson'",154.27873,0,24739,"b"It's A Sorry World"","b'ARDNS031187B9924F0'",-83.22295,32.67828,"b'Georgia'",9,92.755,4,-8.073,1,681,5,239,59,956,0.4597971288376104,13,0.0,0.26586104921065007,0.3499126116745628
165,"b'SOBIQZV12A8C14345A'","b'Amour noir N 7'","b'Mich\xc3\xa8le Bernard'",136.98567,2008,371969,"b'Piano Voix'","b'ARKJKVO1187FB49D0A'",,,"b''",1,64.958,4,-14.293,0,307,6,145,35,435,0.44889280503159623,12,0.0,nan,0.3984422237263662
166,"b'SOQIURR12AB018E8B1'","b'Nostalgia'","b'Emilio Tuero'",194.24608,0,766853,"b'Antolog\xc3\xada... Emilio Tuero'","b'ARYAOUL12454A3789B'",,,"b''",0,140.354,3,-14.079,0,618,9,447,147,447,0.3162516066928359,2,0.0,nan,0.2694100431509315
167,"b'SOPXNHL12A58A79B0F'","b'Need'","b'Tyrone Wells'",204.59057,2005,384801,"b'Hold On'","b'AR7MNIX1187B9A2A68'",-118.24532,34.05349,"b'California - LA'",8,159.9,4,-7.162,0,730,9,538,133,1075,0.6897930711489744,36,0.0,0.7249104200991343,0.37784917296277154
168,"b'SOCNBNA12A58A79C7E'","b'11th Street'","b'Open Hand'",278.56934,2000,717115,"b'The Dream'","b'ARV2X851187FB41A78'",-71.08868,42.31256,"b'Mass. - Boston'",10,156.581,1,-4.842,1,829,11,732,732,1463,0.6148875882171886,41,0.0,nan,0.3778282154455152
169,"b'SOFMHGN12A8C136BCB'","b'Dance Of Romance'","b'Knack'",215.64036,0,252899,"b'Normal as the Next Guy'","b'ARVVLMQ11F4C8456E4'",,,"b''",2,110.462,4,-7.742,1,669,11,392,97,1176,0.5891907252881577,45,0.0,0.2623089972119452,0.4394389955271936
170,"b'SOOGNRN12A8C13C8E0'","b'Over The River'","b'Bitty McLean'",216.21506,1995,220083,"b'Natural High'","b'AR9RTS51187B996CC8'",-155.43414,19.59009,"b'Hawaii'",0,127.601,4,-10.172,1,891,13,453,112,906,0.5958117467766225,46,0.0,0.21204540548371908,0.3871137653888301
171,"b'SOXQXTB12AB018ADB0'","b'Creep Live Version'","b'Maximilian Hecker'",330.63138,0,420745,"b'Daylight'","b'ARS0W831187B9AF0B7'",,,"b''",7,70.784,1,-13.527,1,624,12,380,380,761,0.6211210512857237,50,0.0,0.39169489044934197,0.4356840702087019
172,"b'SORCBTO12A8C13F22B'","b'Stop!'","b'Joe Bonamassa'",356.04853,2009,703040,"b'Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version)'","b'ARSHZBZ1187B98A445'",,,"b''",4,85.401,3,-9.159,0,789,9,510,165,1021,0.6759195565215971,14,0.0,0.2707759989463275,0.5110543538982074
